508.98322	79.87672	431.95687	215.97843
356.67492	76.49356	278.07654	139.03827
389.12649	67.9060	669.378	204.13864
9254.0	21.0	8814.0	4407.0
1.09575	99.10222	99999.43738	0.70432
5644.0	94.0	36706.0	3022.1106
9994.53067	1.17114	99995.51363	25913.46684
9990.99800	1.46490	99995.62635	22840.73311
559.73698	7.60010	378.51	189.255
5330.0	2.0	68723.0	10911.43145
7352.00000	39.00000	7364.00000	3682.0
9990.03034	1.26961	99921.34183	24754.71337
9991.91242	1.10079	99973.40989	26815.00893
9994.89375	1.08320	99912.42144	27054.81172
1317.0	78.0	14470.0	724.11623
1087.84337	86.31164	878.20421	439.1021
627.00000	2.00000	1254.00000	627.0
365.27	58.16	208.55373	104.27686
9996.54501	1.00648	99924.61204	28175.93506
9452.00000	2.00000	18904.00000	9452.0
2595.0	45.0	83510.0	1583.64749
74.45	15.5	839.39963	55.2849
9991.34876	1.08505	99930.44983	27024.7041
289.22829	10.09381	1211.27992	219.08761
1578.0	35.0	50693.0	1011.7643
1.06960	99.19881	99999.39073	0.68812
1172.27406	88.10094	759.0	379.5
9996.31977	1.09090	99944.01453	26954.43665
9996.56694	1.17097	99949.49984	25915.00536
815.2035	13.71529	557.1634	278.5817
665.0	11.798	577.75	288.875
33.60025	84.93482	728.31167	18.61665
9994.81161	1.00637	99912.22850	28173.22895
263.75149	47.08082	1137.81284	147.81196
1.08296	99.07414	99999.80058	0.6965
8782.00000	92.00000	9010.00000	4486.85106
539.81	60.758	120.609	60.3045
514.76538	51.43676	613.98465	268.87262
9993.18334	1.01227	99930.54445	28081.91921
724.12265	90.78578	717.83902	358.91951
9996.03420	1.47994	99977.78396	22715.32722
9992.52290	1.31566	99971.43290	24271.56202
5578.00000	25.00000	5920.00000	2960.0
10000.00	76.438	656.218	328.109
935.37701	55.7762	100000.0000	571.44589
9998.06928	1.36503	99994.61616	23783.15772
302.0	25.0	67748.0	233.91337
9994.25520	1.02189	99903.59876	27935.79219
702.44072	64.47969	866.28482	364.25117
83.80851	23.07702	528.67301	53.52973
9992.51624	1.49411	99972.82135	22587.084
786.33	44.19	438.164	219.082
505.0359	41.2	440.0989	220.04945
9994.11450	1.15918	99941.44251	26056.67957
16.03487	100.00	301.4392	8.73122
1267.4	40.348	94.62	47.31
9990.23188	1.32923	99942.02683	24125.57191
1061.39559	64.49586	627.42757	313.71378
1.09277	99.93737	99999.64386	0.7013
9998.57465	1.37538	99921.13385	23677.06287
322.0	64.0	79556.0	196.39279
5354.00000	2.00000	10708.00000	5354.0
9998.65028	1.47698	99931.01136	22741.80574
173.47391	68.05285	1033.34904	94.96262
5655.0	61.0	26338.0	3100.49935
9992.99464	1.17258	99914.54258	25885.96538
1185.513	82.0	77.51	38.755
3323.0	74.0	34328.0	1832.96967
9992.24282	1.46743	99937.50154	22816.10348
9997.41316	1.48755	99954.65189	22649.8083
7960.0	7.0	60257.0	7550.91876
114.60016	19.74769	128.02814	63.18705
9996.08153	1.49621	99972.87745	22574.59313
4979.0	99.0	60000.0	2690.23981
9998.03043	1.09772	99989.43730	26868.79235
7105.00000	51.00000	7716.00000	3698.0849
459.23814	23.90205	1152.53841	270.4903
9994.51654	1.45670	99937.97325	22914.79682
1397.07746	96.64135	274.19499	137.09749
174.0	39.514	689.17766	99.05608
9998.57879	1.47810	99907.92002	22730.25171
275.26707	19.51002	378.51423	155.23064
9998.26026	1.22114	99960.02560	25318.24134
83.6	75.0	692.3	45.79615
567.46529	44.55375	126.82350	63.41175
9991.37724	1.24332	99967.17381	25053.25723
11.66294	96.43067	52.81466	6.18606
9990.26272	1.00459	99949.72393	28196.00872
9991.98757	1.42324	99945.25428	23214.93598
1334.59058	3.16142	82.69163	41.34581
528.88726	98.42928	425.77245	212.88622
3421.00000	2.00000	6842.00000	3421.0
413.0	23.548	849.3	239.7433
251.77605	48.7	223.738	111.869
9996.82516	1.41361	99959.77186	23313.04765
9990.14213	1.49593	99909.01441	22563.25647
9995.75793	1.10014	99970.37884	26830.26864
5881.0	61.0	86644.0	3343.47096
9996.24611	1.46613	99999.89147	22838.34401
256.63470	83.13369	614.55823	134.98411
