496.36092	1.45254	1906.07267	780.5389
494.72555	1.25496	1911.8884	823.28361
371.0	2.0	742.0	371.0
493.54521	1.33579	1990.18201	820.74616
493.90517	1.09555	1985.09014	880.15005
435.10564	1.70231	1520.4321	616.39638
197.66527	3.29214	725.36439	220.28579
304.0	2.0	325.0	162.5
408.38369	1.7591	360.69732	180.34866
494.23452	1.11289	1976.58001	873.6308
162.05	1.049	153.5	76.75
1.03437	3.98073	1999.28619	2.73307
493.90076	1.23358	1905.37863	826.22173
491.30944	1.30331	1900.10076	806.85896
28.0	4.0	1493.0	48.5129
490.41252	1.3437	1949.00777	807.67107
329.5	3.15032	412.0	206.0
287.0	4.0	787.0	270.03333
491.31874	1.20344	1951.0301	841.75527
25.42733	3.21331	782.49465	46.46431
69.0	2.0	1420.0	157.89701
79.2852	3.95	673.501	100.6006
493.87334	1.40164	1916.82527	791.1894
491.14631	1.32316	1940.67545	811.04822
494.38177	1.16468	1941.07283	851.76043
492.06854	1.44774	1901.3914	777.15366
490.86456	1.43724	1980.59953	794.56021
434.0	1.0	1529.0	726.66666
492.55512	1.25255	1957.86575	832.3029
303.09294	1.77249	1205.59046	449.30957
481.0	1.0	498.0	249.0
500.0	3.0867	85.306	42.653
247.7918	2.55706	1287.96438	344.05096
491.63536	1.24103	1911.14816	823.90826
1.04199	3.39837	1999.57805	3.10979
122.0	2.0	244.0	122.0
77.15741	3.9279	736.21916	100.59594
490.43156	1.35093	1944.44223	805.12008
1.06138	3.16068	1999.33117	3.34708
475.8	1.4	1507.887	681.39617
184.0	3.0	1234.0	254.19365
65.0	2.0	1165.0	144.13839
430.37211	3.13599	1288.12249	454.70259
262.45288	3.35771	85.92965	42.96482
426.75403	1.10781	607.79228	303.89614
233.33374	3.76	605.0	220.72662
203.4409	3.95	392.0	167.6028
324.68541	3.21618	908.2754	332.30159
1.03407	3.07735	1999.159	3.33921
88.3333	2.0618	1903.0	200.24875
480.49131	1.4939	130.89635	65.44817
399.89	2.0	589.5	294.75
260.5844	1.64	1129.133	414.40393
486.0	1.0	520.0	260.0
300.0	2.0	1603.0	472.8
307.0	3.0	340.0	170.0
455.0	2.0	734.0	367.0
63.0	3.0	1047.0	107.06442
388.0	2.29	1366.17213	492.06783
491.60796	1.26478	1977.06395	832.86353
456.0	3.0	1841.0	543.56363
408.0	4.0	414.0	207.0
29.016	2.31647	161.59189	43.19039
14.2	1.0	211.919	46.09497
234.81591	2.91086	1747.15695	338.27704
490.31812	1.32851	1985.39756	818.79125
492.6286	1.04835	1933.34433	879.84654
275.0	2.0	550.0	275.0
352.352	2.2	340.3	170.15
494.13609	1.02939	1932.07877	884.8462
498.38201	1.42209	1996.41786	806.95483
492.27994	1.22955	1918.13966	828.73281
493.74313	1.26382	1920.08159	822.22925
47.85943	2.93199	301.8751	65.75866
41.20134	3.02466	530.64766	66.07614
129.0	2.0	2000.0	276.39243
1.0	1.46	1132.5403	5.56473
96.0	2.0	55.0	27.5
1.1284	3.60588	3.06698	1.09843
496.96804	1.15019	1912.02618	850.86009
123.58042	3.19344	1775.64437	196.49654
492.4559	1.48287	1954.83196	781.28543
491.83844	1.37356	1973.61469	807.46123
458.0	2.0	916.0	458.0
246.073	3.5431	158.0	79.0
60.02643	3.56491	24.78044	12.39022
497.15619	1.06516	1951.20764	883.18469
490.73864	1.17378	1944.67116	847.29382
456.0	3.0	1377.0	491.325
497.72904	1.42045	1996.64428	806.83329
165.50242	1.11	1.0	0.5
495.10018	1.18202	1983.49871	857.65288
495.56211	1.32645	1911.74086	807.62814
426.20226	2.86354	1143.82556	448.28487
492.68407	2.22407	45.28608	22.64304
27.0	4.0	1007.60948	44.34409
435.21031	1.06731	230.08875	115.04437
490.39827	1.25799	1935.27198	824.25951
491.11619	1.00041	1976.42205	903.24536
492.18924	1.39677	1919.03544	791.33165
